-0.0834,-0.0586,1.5016,-367.3600,268.4500,321.2300,20.5391
0.1610,0.0703,0.7418,-101.0800,-29.2600,230.5800,20.5234
-0.6237,-0.2020,1.3225,-296.0300,202.8600,438.9000,20.5352
-0.4089,0.7784,0.5578,40.5300,-4.9000,231.5600,20.5234
-0.3982,-0.5885,1.0253,47.1800,6.6500,103.2500,20.5273
-0.4002,-0.2806,0.9648,70.9100,58.2400,53.7600,20.5312
-0.4099,-0.1967,0.8345,164.4300,110.3200,39.9700,20.4883
-0.4909,-0.0254,0.8086,143.9900,169.1900,1.4000,20.5508
-0.8994,0.0620,0.7759,167.5800,149.3800,-22.0500,20.5391
-0.7013,0.2186,0.8130,59.7800,81.6900,-53.5500,20.4922
-0.7964,0.2098,0.7135,-137.2700,-17.7800,55.3000,20.5430
-0.9072,-0.0405,0.6066,-125.5100,-49.0000,74.2000,20.4648
-0.9062,0.0122,0.6490,39.9700,31.5700,-19.4600,20.4922
-0.7237,0.1078,0.3514,194.9500,480.2000,168.4900,20.5117
-0.6237,0.2420,0.6915,252.7000,-182.3500,-64.5400,20.5039
-1.1229,0.4065,0.3001,100.7300,-3.9900,-251.7200,20.4883
-1.0463,0.2479,-0.0044,-111.2300,111.9300,0.5600,20.5000
-0.7871,0.2645,0.0434,-361.8300,-89.8800,82.5300,20.4688
-0.9877,0.1645,0.0610,-569.6600,420.4900,57.8200,20.5117
-0.9160,0.0210,0.0166,-685.9300,57.6800,105.9800,20.5000
-1.2761,0.1098,0.2196,-723.5200,72.3100,172.0600,20.4727
-1.1351,0.0508,0.1576,-712.3200,227.5000,188.3000,20.4766
-1.3327,0.1244,0.2987,-643.7900,131.1800,-41.2300,20.4766
-1.6226,0.0747,0.3475,-408.3800,209.8600,61.3200,20.4219
-0.7222,0.1913,0.3567,-127.1900,-56.0000,-76.3000,20.4180
-0.9521,0.0673,0.3128,177.1700,157.0100,35.7700,20.4688
-0.9038,-0.0029,0.2420,469.9800,-189.3500,-81.9700,20.4375
-0.9267,0.0283,0.1962,685.7200,-114.0300,-69.0900,20.4648
-1.0756,0.0068,0.1200,786.7300,-139.8600,-69.9300,20.4609
-1.0902,0.1176,0.1122,765.3100,-114.6600,-158.4100,20.4375
-0.9340,0.0542,0.0503,666.4700,-111.0900,-262.7800,20.4609
-1.0560,0.1932,0.0786,509.6000,-10.6400,-70.4200,20.4414
-0.7081,0.1640,0.0332,274.4700,-194.0400,-53.5500,20.4062
-1.4752,0.4792,0.0976,29.1900,111.3700,151.7600,20.4102
-0.9023,0.2889,0.1840,-243.9500,-61.3200,56.4900,20.4531
-3.1325,0.2342,0.1596,-374.1500,446.0400,182.7700,20.4219
-1.3464,0.3055,0.2830,-447.7200,-252.0700,100.9400,20.4180
-1.2991,0.3050,0.1259,-449.8200,331.8000,115.9200,20.4375
-0.9780,0.1464,0.3143,-395.6400,-107.1000,72.4500,20.4336
-1.1029,0.2552,0.2206,-296.0300,171.0800,37.3100,20.4453
-0.9579,0.0932,0.2913,-175.4200,-2.3800,63.7700,20.4062
-0.9106,0.2123,0.3035,-10.2900,13.0200,-9.8000,20.4141
-0.9726,0.1474,0.2557,172.6900,10.5700,37.6600,20.3867
-0.8764,0.1508,0.2826,319.7600,-19.8800,-14.9100,20.4375
-0.9877,0.1469,0.2069,411.6700,-42.4200,-57.1200,20.3984
-1.0404,0.1913,0.1986,444.9900,-74.9000,-53.2000,20.3711
-1.0551,0.2264,0.1732,389.8300,-67.7600,-94.7100,20.3828
-1.0702,0.2826,0.1410,280.7000,-67.4800,-53.2700,20.4219
-0.8779,0.2660,0.1205,128.6600,-39.9700,-2.0300,20.4023
-0.9970,0.3001,0.1210,-38.1500,-22.6100,57.4000,20.4062
-1.0350,0.2982,0.1396,-166.1100,-33.3900,104.0900,20.4102
-0.9482,0.3030,0.1474,-324.4500,55.5100,75.4600,20.3477
-0.8403,0.1625,0.0590,-438.3400,-5.6000,63.7700,20.4102
-0.7745,0.1566,0.1381,-492.4500,180.7400,44.6600,20.4141
-1.0526,0.1410,0.1908,-453.2500,152.7400,21.0000,20.3984
-0.9575,0.1825,0.2884,-319.0600,92.9600,-0.7700,20.3398
-1.0785,0.1830,0.2835,-115.2200,61.7400,30.3800,20.3359
-0.9531,0.1752,0.3377,108.0800,-5.8100,12.6000,20.3906
-1.1029,0.1240,0.2503,312.6200,-98.1400,36.1900,20.3867
-0.9496,0.1391,0.2479,453.1100,-122.7800,-16.7300,20.3945
-0.9340,0.1230,0.1542,494.9700,-59.7100,1.7500,20.3477
-1.0590,0.2284,0.1732,486.9900,-109.4100,29.4700,20.3984
-1.1453,0.2567,0.1913,392.2800,-26.6700,-50.0500,20.3867
-0.9945,0.2733,0.1220,270.5500,-27.9300,1.8200,20.3984
-1.0321,0.3357,0.1557,136.0100,-6.0200,35.3500,20.3438
-1.1771,0.3587,0.1947,1.0500,27.5800,-0.7000,20.3750
-1.0155,0.3172,0.1723,-106.6100,-121.0300,52.0100,20.3359
-0.9823,0.2528,0.1337,-215.5300,60.8300,-29.0500,20.3516
-1.1961,0.3084,0.2259,-286.0200,-32.6900,69.3700,20.3516
-0.9135,0.2303,0.1625,-379.4000,106.7500,-100.4500,20.3477
-1.0853,0.1420,0.1444,-385.0700,108.0100,-17.6400,20.3750
-0.9740,0.2601,0.2664,-366.0300,79.7300,-0.2100,20.3516
-1.1063,0.1425,0.2269,-292.9500,181.7900,-22.8200,20.3281
-1.0643,0.2084,0.2801,-162.1900,-88.2700,51.3800,20.3789
-1.0292,0.1967,0.2782,-18.2000,88.6900,-30.4500,20.3594
-1.0399,0.1967,0.2538,123.7600,-190.1200,46.9700,20.3594
-0.9926,0.2328,0.2513,212.6600,-63.9800,-14.5600,20.3711
-1.0594,0.1981,0.2030,268.2400,-155.6100,64.8200,20.2930
-1.0214,0.2830,0.2250,279.5100,-74.8300,32.4100,20.3242
-0.9931,0.2474,0.1918,255.1500,-75.6700,26.7400,20.3516
-0.9204,0.2855,0.1713,189.4900,34.0200,-14.9100,20.3438
-0.9428,0.2782,0.1659,118.5100,-72.8700,-39.2000,20.3594
-1.1380,0.3338,0.2079,50.9600,100.5900,-41.3700,20.3516
-0.9277,0.2786,0.1679,-25.4800,-89.1100,-46.0600,20.3984
-0.8716,0.2372,0.1459,-95.4100,80.0800,-59.9200,20.3594
-0.9482,0.2381,0.1986,-149.3100,23.1700,-32.9700,20.3281
-1.0965,0.2996,0.2308,-175.8400,40.6000,-43.4700,20.3906
-0.9004,0.2050,0.2059,-175.0000,12.2500,-9.5900,20.3281
-1.0268,0.2162,0.2220,-152.3900,32.8300,15.2600,20.3672
-0.8418,0.1981,0.1601,-136.2900,-136.1500,75.9500,20.3438
-0.8467,0.2884,0.2557,-122.7800,53.1300,64.4000,20.3047
-1.2551,0.2294,0.2918,-136.5700,119.3500,-126.7700,20.3906
-0.9858,0.2098,0.2406,-78.1900,-92.1200,-39.3400,20.3828
-0.8916,0.2001,0.2225,-17.9900,-51.8000,80.4300,20.3281
-0.9213,0.2479,0.1942,1.1900,57.7500,-38.5700,20.3320
-0.9950,0.2220,0.2513,41.0200,-34.8600,-62.9300,20.3477
-0.9077,0.1893,0.2137,84.4200,-41.6500,17.2200,20.3750
-1.0028,0.2791,0.1898,126.2100,-37.1000,61.5300,20.3477
-0.9370,0.2313,0.2274,133.1400,-36.8200,-47.0400,20.3789
-1.0390,0.2772,0.2586,150.8500,21.0700,-21.9800,20.3398
-1.0599,0.2230,0.2152,164.6400,8.6100,41.9300,20.2812
-0.9780,0.2840,0.2015,157.2900,-70.5600,7.2800,20.3398
-0.9228,0.2669,0.2181,124.1100,36.4000,-50.2600,20.3242
-1.0370,0.2450,0.2011,102.6200,34.0900,-2.8700,20.3438
-1.0053,0.2728,0.1903,75.5300,-28.7000,33.7400,20.3320
-0.8930,0.2791,0.2040,16.8700,18.6200,-33.0400,20.3203
-1.0331,0.2616,0.1962,-24.2200,53.7600,-22.9600,20.2852
-1.0106,0.2523,0.1991,-51.3800,-23.5200,36.6800,20.2930
-0.9262,0.2777,0.2094,-91.9800,-8.6100,7.9100,20.3125
-1.0067,0.2586,0.2001,-122.8500,59.8500,-23.1700,20.3164
-0.9965,0.2323,0.1986,-125.0200,-32.1300,10.4300,20.3359
-0.9516,0.2640,0.2176,-126.0000,-26.3200,14.3500,20.3047
-1.0053,0.2562,0.2294,-123.4800,64.5400,-20.7900,20.2969
-1.0302,0.2406,0.2294,-97.9300,-46.1300,-21.4200,20.3398
-0.9809,0.2577,0.2474,-65.5200,-7.9800,-1.4000,20.3008
-1.0272,0.2528,0.2367,-31.9900,21.9100,-14.3500,20.3281
-1.0116,0.2499,0.2416,6.3000,-54.0400,-32.3400,20.3203
-0.9584,0.2416,0.2328,42.7700,9.9400,-4.7600,20.3281
-0.9496,0.2328,0.2123,72.9400,-16.5900,1.8900,20.3086
-0.9570,0.2601,0.2269,92.2600,-40.6700,-12.1800,20.2969
-0.9721,0.2396,0.2289,101.7800,20.3700,-4.8300,20.3125
-1.0170,0.2552,0.2118,109.1300,-2.8000,5.9500,20.2812
-0.9828,0.2684,0.2235,105.3500,-10.9200,10.3600,20.3125
-0.9638,0.2582,0.2098,83.8600,31.1500,-12.6000,20.3203
-1.0224,0.2650,0.1981,65.6600,15.9600,9.1000,20.3242
-0.9623,0.2689,0.2142,39.9700,18.4100,18.9700,20.3008
-0.9872,0.2752,0.2118,4.0600,45.7100,2.0300,20.3086
-1.0063,0.2655,0.2001,-24.4300,17.9900,8.3300,20.3359
-0.9638,0.2630,0.2098,-49.5600,9.6600,24.0800,20.2969
-0.9765,0.2650,0.2113,-74.2000,36.3300,15.2600,20.3242
-0.9648,0.2460,0.1996,-87.5700,12.3900,2.7300,20.3008
-0.9828,0.2577,0.2152,-91.5600,-5.0400,8.4000,20.2969
-0.9809,0.2562,0.2269,-89.0400,19.7400,4.7600,20.3672
-1.0004,0.2557,0.2259,-78.9600,-12.4600,-14.3500,20.3359
-0.9941,0.2542,0.2328,-60.8300,-21.2100,-25.4800,20.3164
-1.0160,0.2596,0.2357,-33.7400,0.8400,-16.5200,20.3242
-0.9877,0.2503,0.2357,-7.0000,-36.1200,-29.8900,20.3359
-0.9872,0.2552,0.2338,19.6700,-24.6400,-35.0000,20.3164
-1.0155,0.2513,0.2318,47.7400,-12.8800,-17.7800,20.3203
-0.9589,0.2464,0.2230,68.6000,-39.7600,-22.4700,20.2812
-0.9506,0.2508,0.2196,80.1500,-13.5800,-18.2000,20.3164
